"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25-451,,"August 28, 2025",,"Electric Motors for Gable and Roof Mounted Attic Fans Recalled Due to Fire Hazard; Distributed by Air Vent","Electric motors for gable- and roof-mounted attic fans","This recall involves electric motors used in gable- and roof-mounted attic fans sold only from August 2003 through December 2013 with model numbers: DOW-136-0-34-XIN, DOW-136-0-26-XIN, DOW-136-0-40-XIN, DOW-136-0-40-XIN-3/4”, and D-RE-PSC-127/20-4P1SP.&nbsp; The recalled attic fan motors can be identified by the distinctive vent pattern on the motor end bells. Only attic fan motors with the distinctive vent pattern on the motor end bells are subject to the recall.","The recalled electric motor's safety cutoff may pose a risk of short circuit and fire hazard while in use.",,,Refund,"About 2.9 million","The firm has received 159 reports of incidents related to the recalled attic fan motors involving burning or fire. No injuries have been reported.","Consumers should immediately stop using the recalled electric motors and contact Air Vent for a refund. Consumers will be asked to fill out the online registration and verification form with photos of the recalled attic fan motor. Upon confirmation that the consumer has a recalled attic fan motor, the consumer will receive a refund.","Sold At","Various stores and wholesalers nationwide, including ABC Supply, Lowe’s, and Beacon, in-store and online from August 2003 through December 2013 for about $74 and $92.",,,"Air Vent Inc., of Dallas, Texas",China,,
24-094,,"January 25, 2024",,"Visual Comfort & Co. Recalls Maverick Coastal Outdoor Ceiling Fans Due to Impact Injury Hazard","Maverick Coastal 60-inch Outdoor Ceiling Fans","This recall involves Visual Comfort &amp; Co.’s Maverick Coastal 60-inch outdoor ceiling fans. The three-blade fans were sold in white and black finishes. Model number 3MGMR60XXX is printed on a white label located at the top of the fan motor.","The fan’s blade can crack or break and fall off the unit, posing an impact injury hazard.",,,Repair,"About 6,400 (In addition, about 200 were sold in Canada)","The firm has received nine reports of fan blades cracking or breaking. No injuries or property damage have been reported.","Consumers should immediately stop using the recalled ceiling fans and contact Visual Comfort &amp; Co. to obtain free replacement new blades. If the consumer is not able to install the blades,&nbsp;consumers should schedule installation of the repair kit by a certified electrician. Once the repair kit has been installed, consumers should send the invoice to Visual Comfort for the installation charges, to receive a reimbursement in the full amount of the cost of the service in the form of a check.","Sold At","Home Depot, Circa Lighting and other stores nationwide and online at Amazon.com, Build.com, Wayfair.com and others from January 2021 through November 2023 for about $850.","Visual Comfort & Co., of Skokie, Illinois",,,Taiwan,,
