"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26026,,"October 16, 2025",,"VESTA.DS Recalls VST Brand Tankless Water Heaters Due to Carbon Monoxide (CO) Poisoning Hazard and Risk of Serious Injury and Death","VST gas-fired tankless water heaters","This recall involves VST-brand residential wall-mounted gas water heater, Series VT, VR, and VR Plus, with model numbers VRS-150, VRS-199, VRP-150, VRP-199, VRS Plus-150, VRS Plus-199, VRP Plus-150, VRP Plus-199, VTS-150, VTS-199, VTP-150, and VTP-199. The white label on the side of the water heater has the model number bolded, near the top of the label. The water heaters are metal, rectangular units and have either VST printed in white on the control panel near the bottom, or VESTA.DS.Inc. printed in gray near the top of the panel.","The exhaust duct can crack, allowing gases to escape inside of the home, posing a carbon monoxide (CO) poisoning hazard that can result in death or serious injury.&nbsp;",,,Repair,"About 36,700 (In addition, about 3,500 were sold in Canada)","The firm has received 33 reports of cracked exhaust ducts allowing exhaust fumes to leak out. No injuries have been reported.","Consumers should immediately stop using the recalled water heater and contact VESTA.DS to have a certified technician install the free repair. Consumers who must continue using the water heater while awaiting repair should have working smoke and carbon monoxide alarms in their homes.","Sold At","Plumbing supply stores nationwide from May 2017 through July 2025 for between $480 and $1,340.","VESTA.DS, Inc., of Ontario, California",,,Korea,,
24137,,"February 29, 2024",,"The Home Appliances Recalls Camplux Brand Portable Tankless Water Heaters Due to Fire Hazard","Camplux portable tankless water heaters","This recall involves certain Camplux brand portable tankless water heaters with model numbers AY132, BD158, BW211, BW264, and BW422, with the following sizes and manufacturing dates:ModelProduct DetailsManufacture DateAY1325L 1.32 GPM 34,000 BTU/HROn or before September 17, 2021BD1586L 1.58 GPM 41,000 BTU/HROn or before November 17, 2021BW2118L 2.11 GPM 55,000 BTU/HROn or before November 17, 2021BW26412.8L 2.64 GPM 68,000 BTU/HROn or before November 17, 2021BW42216L 4.22 GPM 110,000 BTU/HROn or before December 20, 2021These water heaters were designed and intended for outdoor use with an attached propane tank to quickly heat water for showering or other hot water needs. The water heaters were sold in white, black, and silver/gray colors. The “Camplux” logo is printed on the front of the unit. The product label is located on the side of the unit and includes the model, size and other product details, serial numbers, and brand information. Consumers will be directed to take a photograph of the label on their Camplux water heater product and send to Camplux to confirm that they have a recalled water heater to receive the replacement gas regulator.","The portable water heaters can leak gas from the gas regulator connection, posing a fire hazard.",,,Repair,"About 42,000","Camplux has received 19 reports of fire incidents involving the recalled water heaters. No injuries have been reported.","Consumers should immediately turn off and stop using the recalled portable water heaters and contact The Home Appliances for a free repair kit. The repair kit consists of a replacement gas regulator with a quick connect attachment that allows for easy connection and disconnection without the need to screw in the gas regulator. Instructions for installing this repair kit will also be provided.","Sold At","Online at Amazon.com and Walmart.com from June 2018 through December 2021 for between $160 and $400.","The Home Appliances Inc., d/b/a Camplux, of North Charleston, South Carolina",,,China,,
