"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26-026,,"October 16, 2025",,"VESTA.DS Recalls VST Brand Tankless Water Heaters Due to Carbon Monoxide (CO) Poisoning Hazard and Risk of Serious Injury and Death","VST gas-fired tankless water heaters","This recall involves VST-brand residential wall-mounted gas water heater, Series VT, VR, and VR Plus, with model numbers VRS-150, VRS-199, VRP-150, VRP-199, VRS Plus-150, VRS Plus-199, VRP Plus-150, VRP Plus-199, VTS-150, VTS-199, VTP-150, and VTP-199. The white label on the side of the water heater has the model number bolded, near the top of the label. The water heaters are metal, rectangular units and have either VST printed in white on the control panel near the bottom, or VESTA.DS.Inc. printed in gray near the top of the panel.","The exhaust duct can crack, allowing gases to escape inside of the home, posing a carbon monoxide (CO) poisoning hazard that can result in death or serious injury.&nbsp;",,,Repair,"About 36,700 (In addition, about 3,500 were sold in Canada)","The firm has received 33 reports of cracked exhaust ducts allowing exhaust fumes to leak out. No injuries have been reported.","Consumers should immediately stop using the recalled water heater and contact VESTA.DS to have a certified technician install the free repair. Consumers who must continue using the water heater while awaiting repair should have working smoke and carbon monoxide alarms in their homes.","Sold At","Plumbing supply stores nationwide from May 2017 through July 2025 for between $480 and $1,340.","VESTA.DS, Inc., of Ontario, California",,,Korea,,
25-307,,"May 29, 2025",,"VFAUOSIT Brand Kitchen Faucets Recalled Due to Dangerous Lead Exposure for Young Children; Sold on Amazon.com by Whisper08","VFAUOSIT Kitchen Faucets, model number 06BNV","This recall involves&nbsp;VFAUOSIT kitchen faucets,&nbsp;model number 06BNV. The faucets are brushed nickel, single-handle kitchen faucets with a pull-down detachable spray and single-hole installation. Consumers can identify whether they have a recalled faucet by searching their Amazon purchase history for “Vfauosit” and “kitchen faucet” and looking for a description including pull-down sprayer, brushed nickel, stainless steel modern, high-arc, single-handle, single-hole, pull-out kitchen faucet for bar laundry RV utility sink.","The recalled faucets were tested and found to contain lead that can leach into water at levels that can be particularly harmful to infants and young children. The faucets were also found to leach other contaminants.Lead ingestion can cause harmful neurological effects on infants and&nbsp;young children, including attention-related behavioral problems, decreased cognitive performance and lower IQ.&nbsp;",,,Refund,"About 29,000","None reported","Consumers should immediately stop using these faucets and contact Whisper08 about disposal and a refund. Consumers will need to provide a photograph of disposal and their order number to receive the refund. Whisper08 is contacting all known purchasers directly.Until these faucets can be replaced, consumers should only consume water from the faucets after running the water for 15 seconds.","Sold At","Online at www.amazon.com from January 2024 through May 2025 for about $40.",,"Jiang men cai nuo wei yu you xian gong si, of China, doing business as Amazon seller Whisper08",,China,,
25-306,,"May 29, 2025",,"KICIMPRO Brand Kitchen Faucets Recalled Due to Dangerous Lead Exposure for Young Children; Sold on Amazon.com by Kicimpro","KICIMPRO Kitchen Faucets, model number KM800-01-06BN","This recall involves&nbsp;KICIMPRO kitchen faucets,&nbsp;model number KM800-01-06BN. The faucets are brushed nickel, single-handle kitchen faucets with a pull-down detachable spray and single-hole installation. Consumers can identify whether they have a recalled faucet by searching their Amazon purchase history for “Kicimpro” and “kitchen faucet” and looking for a description including pull-down sprayer, brushed nickel, high-arc, single-handle sink faucet with water lines, commercial modern RV stainless steel, grifos de cocina.","The&nbsp;recalled faucets were tested and found to contain lead that can leach into water at levels that can be particularly harmful to infants and young children.Lead ingestion can cause harmful neurological effects on infants and&nbsp;young children, including attention-related behavioral problems, decreased cognitive performance and lower IQ.",,,Refund,"About 50,000","None reported","Consumers should immediately stop using these faucets and contact Kicimpro about disposal and a refund. Consumers will need to provide a photograph of disposal and their order number to receive the refund. Kicimpro is contacting all known purchasers directly.Until these faucets can be replaced, consumers should only consume water from the faucets after running the water for 15 seconds.","Sold At","Online at www.amazon.com from January 2024 through May 2025 for about $35.",,"Kaipingshikemuyulinweiyushiyeyouxiangongsi, of China, doing business as Amazon seller Kicimpro",,China,,
25-305,,"May 29, 2025",,"BASDEHEN Brand Kitchen Faucets Recalled Due to Dangerous Lead Exposure for Young Children; Sold on Amazon.com by Chenfeng Store","BASDEHEN Kitchen Faucets, model number CFDTTH-000-YGH","This recall involves&nbsp;BASDEHEN kitchen faucets, model number CFDTTH-000-YGH. The faucets are matte black single-handle kitchen faucets with 360° swivel, spring spout design, detachable spray, optional mounting plate and single-hole installation. Consumers can identify whether they have a recalled faucet by searching their Amazon purchase history for “Basdehen” and “kitchen faucet.”","The recalled faucets were tested and found to contain lead that can leach into water at levels that can be particularly harmful to&nbsp;infants and young children. The faucets were also found to leach other contaminants.Lead ingestion can cause harmful neurological effects on infants and young children, including attention-related behavioral problems, decreased cognitive performance and lower IQ.&nbsp;",,,Refund,"About 24,000","None reported","Consumers should immediately stop using these faucets and contact Chenfeng Store about disposal and a refund. Consumers will need to provide a photograph of disposal to receive the refund. Amazon is contacting all known purchasers directly.Until these faucets can be replaced, consumers should only consume water from the faucets after running the water for 15 seconds.","Sold At","Online at www.amazon.com from May 2024 through May 2025 for about $30.",,"Ruianshichenfengwujinzhizaoyouxiangongsi, of China, doing business as Amazon seller Chenfeng Store",,China,,
24-378,,"September 26, 2024",,"Liberty Hardware Recalls Multi-Grip Tub Safety Bars Due to Fall Hazard","Multi-Grip Tub Safety Bars","The recall involves Multi-Grip Tub Safety Bars sold under the brands Peerless, model PL585; Safety First, models SF585 and S1F585; and Delta, model DF585. The recalled Multi-Grip Tub Safety Bars are&nbsp;powder-coated aluminum, were sold in the color white, and feature a one-inch diameter tube with two gripping surfaces at about 8 inches and 15 inches. The model number and brand name are listed on a label on the product’s packaging.","The plastic sticker grip pads can become dislodged after installation on tubs with tapered side walls, making the recalled Multi-Grip Tub Safety Bars unstable during use, posing a fall hazard.",,,Refund,"About 174,500","Liberty Hardware has received fourteen reports of the plastic sticker grip pads becoming dislodged after installation or otherwise needing replacement, including one fall with a minor injury reported.","Consumers should immediately stop using the recalled Multi-Grip Tub Safety Bars and contact Liberty Hardware. Consumers can request to receive a pre-paid label and free packaging to return the Multi-Grip Tub Safety Bars for a $35 refund.","Sold At","Ace Hardware, The Home Depot, Lowe’s, Menards, Walmart, and other hardware and plumbing stores and suppliers nationwide, and online at Amazon.com and FlyingBulldogs.com from January 2011 through May 2024 for between $16 and $55.","Liberty Hardware Manufacturing Corp., of Winston-Salem, North Carolina",,,China,,
24-359,,"September 12, 2024",,"About 866,000 AirJet and HydroJet Spa Pumps Recalled Due to Fire Hazard; One Death Reported; Manufactured by Bestway and Sold with SaluSpa, Coleman, and Hydro-Force Spa Liners","AirJet and HydroJet Spa Pumps","Washington, D.C.&nbsp;–&nbsp;The U.S. Consumer Product Safety Commission (CPSC) and Bestway (Hong Kong) International Ltd., of China, are announcing the recall of about&nbsp;866,000 AirJet and HydroJet Spa Pumps. The recalled spa pumps can overheat causing the plastic housing to ignite, posing a fire hazard. &nbsp;CPSC is aware of at least three fires reportedly involving the spa pumps, including one house fire that occurred in January 2024 in Kansas City, Missouri which resulted in a fatality and one additional fire that resulted in significant property damage. No additional injuries have been reported. There are seven additional incidents reportedly involving the spa pumps, which are currently under investigation. At this time no injuries have been reported with these additional incidents.Consumers should immediately stop using the recalled spa pumps and contact Bestway to receive a free replacement spa pump or a refund of $100 for AirJet spa pumps or $189 for HydroJet spa pumps.The spa pumps could have been sold separately, or in a package with an inflatable spa liner in different colors, styles, and inflatable spa sizes.&nbsp;The inflatable spa liners packaged with the pumps are sold under the brand names SaluSpa, Coleman, and Hydro-Force, which are printed on the side of the liner. This recall only includes AirJet and HydroJet Spa Pump model numbers P05332, P05339, P05711, P05807, P07000, P07001, P05511, P07034, and P07572. “Bestway” and the model number are printed on the label on the side or back of the spa pump.&nbsp;The recalled spa pumps were sold together with spa liners online at Bestway USA, Amazon, Costco, Walmart, Sam’s Club, QVC, RuralKing and Spreetail and at other stores nationwide from May 2021 through May 2024 for between $400 and $790.&nbsp;They were manufactured in China by Bestway (Hong Kong) International Ltd.","The recalled AirJet and HydroJet spa pumps can overheat causing the plastic housing to ignite, posing a fire hazard.",,,"Refund, Replace","About 866,000","CPSC is aware of at least three fires reportedly involving the spa pumps, including one house fire that occurred in January 2024 in Kansas City, Missouri, which resulted in a fatality, and one additional fire that resulted in significant property damage. No additional injuries have been reported. There are seven additional incidents reportedly involving the spa pumps, which are currently under investigation. At this time no injuries have been reported with these additional incidents.","Consumers should immediately stop using the recalled spa pumps, and contact Bestway to receive a free replacement spa pump or a refund of $100 for AirJet spa pumps, or $189 for HydroJet spa pumps.&nbsp;","Sold At","The recalled spa pumps were sold together with spa liners online at Bestway USA, Amazon, Costco, Walmart, Sam’s Club, QVC, RuralKing and Spreetail, and at other stores nationwide from May 2021 through May 2024 for between $400 and $790.",,"Bestway (Hong Kong) International Ltd., of China",,China,,
24-137,,"February 29, 2024",,"The Home Appliances Recalls Camplux Brand Portable Tankless Water Heaters Due to Fire Hazard","Camplux portable tankless water heaters","This recall involves certain Camplux brand portable tankless water heaters with model numbers AY132, BD158, BW211, BW264, and BW422, with the following sizes and manufacturing dates:ModelProduct DetailsManufacture DateAY1325L 1.32 GPM 34,000 BTU/HROn or before September 17, 2021BD1586L 1.58 GPM 41,000 BTU/HROn or before November 17, 2021BW2118L 2.11 GPM 55,000 BTU/HROn or before November 17, 2021BW26412.8L 2.64 GPM 68,000 BTU/HROn or before November 17, 2021BW42216L 4.22 GPM 110,000 BTU/HROn or before December 20, 2021These water heaters were designed and intended for outdoor use with an attached propane tank to quickly heat water for showering or other hot water needs. The water heaters were sold in white, black, and silver/gray colors. The “Camplux” logo is printed on the front of the unit. The product label is located on the side of the unit and includes the model, size and other product details, serial numbers, and brand information. Consumers will be directed to take a photograph of the label on their Camplux water heater product and send to Camplux to confirm that they have a recalled water heater to receive the replacement gas regulator.","The portable water heaters can leak gas from the gas regulator connection, posing a fire hazard.",,,Repair,"About 42,000","Camplux has received 19 reports of fire incidents involving the recalled water heaters. No injuries have been reported.","Consumers should immediately turn off and stop using the recalled portable water heaters and contact The Home Appliances for a free repair kit. The repair kit consists of a replacement gas regulator with a quick connect attachment that allows for easy connection and disconnection without the need to screw in the gas regulator. Instructions for installing this repair kit will also be provided.","Sold At","Online at Amazon.com and Walmart.com from June 2018 through December 2021 for between $160 and $400.","The Home Appliances Inc., d/b/a Camplux, of North Charleston, South Carolina",,,China,,
24-086,,"January 18, 2024",,"Steamist Recalls Wall-Mounted Tilt-Up Bath & Shower Seats Due to Fall and Laceration Hazards","Tilt-Up Bath & Shower Seats","This recall involves wall-mounted, folding shower seats made of teak wood slats joined together by support rods that extend from two wall-mounting brackets. The recalled Tilt-Up Bath &amp; Shower Seats have model numbers SBS-101BN, SBS-101PN, SBS-101PC or SBS-101ORB and have brushed nickel, polished nickel, polished chrome or oil-rubbed bronze finishes on the support rods and bracket covers. The recalled Tilt-Up Bath &amp; Shower Seats measure 20 inches wide by 13 inches deep.","The wall mounting bracket and seat rods supporting the Tilt-Up Bath &amp; Shower Seat can corrode and break, posing fall and laceration hazards.",,,Refund,"About 3,900 (In addition, about 733 were sold in Canada and about 126 were sold in Mexico)","The firm has received 62 reports of the shower seats breaking, including 4 reports of injuries.","Consumers should immediately stop using the recalled shower seats and contact Steamist to determine if their product is included in the recall and for instructions for how to participate in the recall.","Sold At","Specialty plumbing supply outlets in the United States, Canada and Mexico from June 2009 through February 2015 for between $490 and $660.","Steamist Inc., of East Rutherford, New Jersey",,,China,,
