"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25-377,,"July 10, 2025",,"Walmart Recalls Ozark Trail 64 oz Water Bottles Due to Serious Impact and Laceration Hazards","Ozark Trail 64 oz Stainless Steel Insulated Water Bottles","This recall involves Ozark Trail 64 oz Stainless Steel Insulated Water Bottles sold with model number 83-662 on the product packaging. The stainless-steel bottles are silver with a black one-piece screwcap lid. They measure 4.41 x 4.41 x 11.5 inches and there is an Ozark Trail logo embedded on the side of the bottle. The model number does not appear on the product.","The lid can forcefully eject, posing serious impact and laceration hazards, when a consumer attempts to open the capped bottles after food, carbonated beverages or perishable beverages, such as juice or milk, are stored inside over time.",,,Refund,"About 850,000","Walmart has received three reports of consumers who were injured when struck in the face by a lid forcefully ejected from these bottles upon opening. Two consumers suffered permanent vision loss after being struck in the eye.","Consumers should immediately stop using the recalled water bottles and contact Walmart for a full refund. Consumers can bring the bottle to their nearest Walmart store for a refund.","Sold Exclusively At","Walmart stores nationwide and online at Walmart.com since 2017 for about $15.","Olympia Tools International Inc., of Covina, California and Walmart Inc., of Bentonville, Arkansas",,,China,,
24-172,,"March 21, 2024",,"BRS and BULin Liquid Fuel Bottles Recalled Due to Risk of Burn and Poisoning; Violation of the Children’s Burn Prevention Safety Act; Sold Exclusively on Amazon.com by Tentock","BRS and BULin Liquid Fuel Bottles","This recall involves BRS and BULin portable liquid fuel bottles sold individually. The BRS bottle is orange with a black cap and was sold only in a 1000mL size.&nbsp; The BULin bottle is red with a red cap and was sold only in a 1000mL size. Its text is in Chinese. “BRS” or “BULin,” and the bottle’s volume, warnings, and/or directions appear in white lettering on the bottles.","The portable fuel containers violate the child-resistant requirements for closures under the Children's Gasoline Burn Prevention Act (CGBPA). The closure for the products is not child resistant, posing a risk of burns and poisoning to children.",,,Refund,"About 290","None reported","Consumers should immediately stop using the recalled fuel bottles, place them out of reach to children, and contact Tentock for instructions on how to dispose of the product to receive a full refund.","Sold At","Amazon.com from January 2023 through December 2023 for between $10 and $13.",,,,China,Retailer:,"Tentock, of China"
