"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26-028,,"October 16, 2025",,"Yamaha Recalls Model Year 2021-2025 Golf Car Vehicles Due to Risk of Serious Injury or Death from Crash Hazard","Model Year 2021-2025 Yamaha Golf Car Vehicles","This recall includes model year 2021-2025 Drive 2 Personal Transportation Vehicles (PTVs) Gas/Electric golf car vehicles. The recalled golf car vehicles were sold in a variety of colors. The following models and serial number ranges are included in this recall. The model name/number is located on the left and right side of the vehicle. Serial numbers are in various locations depending on the vehicle model. If you are unable to locate your serial number, contact Yamaha for assistance.&nbsp;Serial Number RangeModel YearPrefixMinMax2021J2D000062500008802022J0D05137010514498J0E05020010502134J2D00006010000870J5C000101000014002023J0D06001160607700J0E06001110601578J2D00006210000900J5C010010401016952024J0D &nbsp;07001010706200J0E06010490701289J2D02001010200199J5C020010202010002025J0D08001010806600J0E08001010800328J2D02001620200183J5C02001660300281","The recalled golf car vehicles lack stop lights, posing a risk of serious injury or death, due to a crash hazard.",,,Repair,"About 19,300","None reported","Consumers should immediately stop using the recalled golf car vehicles and contact an authorized Yamaha Golf Car dealer to schedule the free installation of two stoplights. For consumers who cannot take their recalled golf car to an authorized dealer, Yamaha will provide transportation or will install the stoplights at the location of the golf cart.&nbsp;","Sold At","Yamaha dealers nationwide from June 2020 through July 2025 for between $8,300 and $12,900.","Yamaha Golf Car Company, of Kennesaw, Georgia",,,Japan,,
26-027,,"October 16, 2025",,"Yamaha Recalls Model Year 2017-2024 Golf Car Vehicles Due to Risk of Serious Injury or Death from Crash Hazard","Model Year 2017-2024 Yamaha Golf Car Vehicles","This recall includes model year 2017-2024 DR2A and DR2E Personal Transportation Vehicles (PTVs) with serial numbers that begin with J0D, J0E, and J2D. The recalled golf car vehicles were sold in a variety of colors. The serial number is located on the handlebars on the left side of the rear row of seats of the vehicle.","The recalled golf car vehicles can fail to brake, posing a risk of serious injury or death, due to a crash hazard.",,,Repair,"About 4,300","None reported","Consumers should immediately stop using the recalled golf car vehicles and contact an authorized Yamaha Golf Car dealer to schedule the free installation of new brake shoes and pads. For consumers who cannot take their recalled golf car to an authorized dealer, Yamaha will provide transportation or will install the replacement brake shoes and pads at the location of the golf car.&nbsp;&nbsp;","Sold At","Yamaha dealers nationwide from June 2018 through July 2025 for between $9,500 and $13,000.&nbsp;","Yamaha Golf Car Company, of Kennesaw, Georgia",,,Japan,,
25-358,,"June 26, 2025",,"Professional’s Choice Sports Medicine Products Recalls Equine Bits Due to Fall Hazard","Swivel Port equine bits from Bob Avila collection","This recall involves Swivel Port mouthpiece versions of equine bits from the Bob Avila collection.&nbsp;The bits include the following models: Avila Santa Maria Swivel Port (model no. AVB-171), a 7 ¼” shank with a decorative silver design and swivel port mouthpiece; Avila Byron Swivel Port (model no. AVB-612), an 8” Gunmetal shank, swivel port mouthpiece; Avila Phoenix Swivel Port (model no. AVB-621), an 8” cheek with a silver and copper decorative sunflower at the top of the shank, and silver bar design on remainder of cheek; and Avila Sunflower Swivel Port (model no. AVB-222), a 7” shank with a decorative silver and copper floral design, swivel port mouthpiece.&nbsp;","The bit can break during use, posing a fall hazard to a rider.",,,"Refund, Replace","About 1,135","The company has received five reports of bits breaking.  No injuries have been reported.","Consumers should immediately stop using the recalled bits and contact Professional’s Choice Sports Medicine Products to receive a full refund or free replacement. Upon receipt of the product, Professional’s Choice will send a refund payment by check or ship a replacement product, whichever the consumer prefers. Professional’s Choice will provide a pre-paid shipping label to consumers. Consumers can also contact the retailer from which the product was originally purchased for a refund.&nbsp;","Sold At","Horse-riding supply stores nationwide and online at profchoice.com from January 2022 through March 2025 for between $120 and $160.","Professional's Choice Sports Medicine Products Inc., of Oklahoma City, Oklahoma",,,China,,
25-357,,"June 26, 2025",,"Total Saddle Fit Recalls Western Saddle Cinches Due to Fall and Injury Hazards","Shoulder Relief Saddle Cinches","This recall includes Shoulder Relief Cinches which are designed to hold the saddle in place on the horse. The leather cinch comes in black and brown colors and measures between 24 and 36 inches. The Total Saddle Fit name is located near the buckle on the cinch. This recall only includes cinches sold prior to August 2021, which can be identified by a Shoulder Relief Cinch with a round buckle and no center elastic on the cinch.","The cinch can come apart and cause the saddle to fall off, posing fall and injury hazards to the rider.",,,Replace,"About 10,000","The firm has received 19 reports of the cinch coming apart and the saddle falling off, including one report of a rider fracturing their ribs.","Consumers should immediately stop using the recalled Shoulder Relief Cinch and contact Total Saddle Fit for a free replacement, and instructions on how to return the original cinch (pre-paid shipping label will be provided). Total Saddle Fit is contacting all known purchasers. &nbsp;&nbsp;","Sold At","Online at totalsaddlefit.com as well as Hitching Post Tack Shop, Tack &amp; Western Wear and Saddlery Direct nationwide from August 2015 through August 2021 for about $140.","Total Saddle Fit, LLC, of Jamul, California",,,India,,
24-322,,"July 25, 2024",,"Torquay eTrading Recalls Essential Values Golf Grip Solvent and Golf Grip Kits Due to Risk of Poisoning; Violation of the Federal Hazardous Substances Act","Essential Values Golf Grip Solvent and Golf Grip Kits","This recall involves Essential Values Golf Grip Solvent and Essential Values Grip &amp; Rip re-gripping solution sold as a kit with 14 strips of golf tape. The bottles are labeled on the front with “GOLF GRIP SOLVENT, RE-GRIPPING SOLUTION, UNIVERSAL APPLICATION, GAIN CONSISTENCY IN YOUR GAME, QUICK DRYING, SAFE &amp; NON-TOXIC, KEEP OUT OF REACH OF CHILDREN” and on the back with safety information and instructions. The products were sold in an 8-ounce white bottle with a blue label. In the past, the products were sold as 2-pack, 4-pack, 6-pack and with 28 golf strips bundle.","The recalled cleaning product violates the Federal Hazardous Substances Act because it is deceptively labeled as “Safe and Non-Toxic” and lacks the required cautionary statements for petroleum distillates, posing a risk of poisoning to consumers.",,,Label,"About 26,000 (In addition, about 3,400 were sold in Canada)","None reported.","Consumers should immediately stop using the recalled Golf Grip Solvent and/or Golf Grip Kits, and contact Torquay eTrading for information on how to obtain a free corrected label to put on the bottle. Torquay eTrading, Amazon, eBay and Walmart are contacting all known purchasers directly.","Sold Online At","Amazon.com, eBay.com, Walmart.com and www.essentialvalues.com from December 2017 through May 2024 for about $9, and the model sold with a golf grip tape for about $13.",,,"Torquay eTrading LLC (dba Essential Values), of New York (formerly sold by Mocer LLC and Bright Ventures LLC)","United States",,
24-180,,"April 04, 2024",,"C2 Crank Cocking Aids for Excalibur Crossbows Recalled Due to Impact Injury and Laceration Hazards; Manufactured by Excalibur Crossbow","C2 Crank Cocking Aid for Crossbows","This recall involves Excalibur Crossbow’s C2 Crank sold as a cocking aid for crossbows. The C2 Crank has two plastic cocking hooks attached to the string of the C2 Crank. The C2 Crank was sold in black. The “Excalibur Crossbow” logo is on the front of the unit. The part number 2199 and the UPC number 626192021991 are located on the packaging.","The C2 Crank’s cocking hooks can break during use, causing flying plastic hook projectiles, posing impact injury and laceration hazards to the user and bystanders.",,,Replace,"About 15,000 (In addition, about 3,920 were sold in Canada)","Excalibur has received 538 reports of the C2 Crank cocking aid hooks breaking during use, resulting in plastic projectiles flying and hitting consumers, including one injury where a consumer reportedly suffered a permanent eye injury.","Consumers should immediately stop using the recalled C2 Crank and contact Excalibur Crossbow to receive instructions on receiving free replacement rope and hooks.","Sold At","Bass Pro Shops, Cabela’s, and other stores nationwide and online at excaliburcrossbow.com, ebay.com and amazon.com from January 2008 through December 2021 for about $190.",,"Excalibur Crossbow US LLC, of Canada",,Canada,,
